Country,Region,Year,S2030_Outcome,Indicator,Baseline_Value,Target_Value,Actual_Value,Achievement_Pct,Change_from_Baseline_Pct,Data_Source,Measurement_Method,Confidence_Level
Somalia,East Africa,2025,Migration & Identity,Stateless persons supported,2347,3065,1552,50.6,-33.9,Partner Report,Household Survey,Low
Somalia,East Africa,2025,Migration & Identity,Legal documents issued,1608,2102,1904,90.6,18.4,Remote Sensing,Direct Count,Medium
Somalia,East Africa,2025,Values & Dignity,GBV survivors supported,881,1066,1021,95.8,15.9,Admin Records,Household Survey,Medium
Somalia,East Africa,2025,Values & Dignity,Mental health sessions,472,619,707,114.2,49.8,Remote Sensing,Focus Group,High
Somalia,East Africa,2025,Values & Dignity,Protection cases resolved,3299,4401,4924,111.9,49.3,Admin Records,Key Informant,Medium
Somalia,East Africa,2025,Economic Security,HHs with improved income,3902,4569,3960,86.7,1.5,Survey,Key Informant,Medium
Somalia,East Africa,2025,Economic Security,Savings group members,5963,7579,6381,84.2,7.0,Admin Records,Key Informant,Medium
Somalia,East Africa,2025,Economic Security,Jobs created or maintained,6675,7507,5894,78.5,-11.7,Survey,Direct Count,Low
Nigeria,West Africa,2021,Climate & Environment,Communities with DRR plans,1396,2045,2191,107.1,56.9,Remote Sensing,Household Survey,High
Nigeria,West Africa,2021,Climate & Environment,Early warning systems active,2791,3242,2836,87.5,1.6,Survey,Household Survey,Low
Nigeria,West Africa,2021,Climate & Environment,Hectares of land restored,2776,3263,2464,75.5,-11.2,Survey,Direct Count,High
Nigeria,West Africa,2021,Healthy & Safe Living,People with health access,3685,5435,4758,87.5,29.1,Remote Sensing,Key Informant,Low
Nigeria,West Africa,2021,Healthy & Safe Living,Vaccination rate (%),5306,7803,6668,85.5,25.7,Admin Records,Direct Count,Medium
Nigeria,West Africa,2021,Healthy & Safe Living,Malnutrition cases treated,9047,11342,9416,83.0,4.1,Partner Report,Direct Count,High
Nigeria,West Africa,2021,Migration & Identity,Migrants assisted,3219,4182,3250,77.7,1.0,Admin Records,Direct Count,High
Nigeria,West Africa,2021,Migration & Identity,Stateless persons supported,9032,10604,11708,110.4,29.6,Partner Report,Focus Group,Medium
Nigeria,West Africa,2021,Migration & Identity,Legal documents issued,9808,14212,12189,85.8,24.3,Survey,Key Informant,Low
Nigeria,West Africa,2021,Values & Dignity,GBV survivors supported,5392,6037,4767,79.0,-11.6,Survey,Key Informant,Medium
Nigeria,West Africa,2021,Values & Dignity,Mental health sessions,4917,6578,4892,74.4,-0.5,Survey,Household Survey,Medium
Nigeria,West Africa,2021,Values & Dignity,Protection cases resolved,4612,5739,5551,96.7,20.4,Partner Report,Household Survey,High
Nigeria,West Africa,2021,Economic Security,HHs with improved income,7501,8552,8710,101.8,16.1,Admin Records,Focus Group,High
Nigeria,West Africa,2021,Economic Security,Savings group members,6626,8943,7359,82.3,11.1,Remote Sensing,Household Survey,High
Nigeria,West Africa,2021,Economic Security,Jobs created or maintained,7689,9004,7112,79.0,-7.5,Remote Sensing,Key Informant,High
Nigeria,West Africa,2022,Climate & Environment,Communities with DRR plans,1331,1556,1678,107.8,26.1,Survey,Key Informant,Low
Nigeria,West Africa,2022,Climate & Environment,Early warning systems active,1611,1885,2344,124.4,45.5,Remote Sensing,Key Informant,High
Nigeria,West Africa,2022,Climate & Environment,Hectares of land restored,3268,4889,3534,72.3,8.1,Partner Report,Direct Count,High
Nigeria,West Africa,2022,Healthy & Safe Living,People with health access,9480,10885,9247,85.0,-2.5,Partner Report,Direct Count,Low
Nigeria,West Africa,2022,Healthy & Safe Living,Vaccination rate (%),7275,9701,8629,88.9,18.6,Admin Records,Direct Count,High
Nigeria,West Africa,2022,Healthy & Safe Living,Malnutrition cases treated,8936,13221,12471,94.3,39.6,Admin Records,Household Survey,Low
Nigeria,West Africa,2022,Migration & Identity,Migrants assisted,3003,3836,3375,88.0,12.4,Partner Report,Direct Count,High
Nigeria,West Africa,2022,Migration & Identity,Stateless persons supported,5645,7784,2834,36.4,-49.8,Admin Records,Direct Count,Low
Nigeria,West Africa,2022,Migration & Identity,Legal documents issued,475,592,576,97.3,21.3,Remote Sensing,Direct Count,Medium
Nigeria,West Africa,2022,Values & Dignity,GBV survivors supported,2049,2751,1009,36.7,-50.8,Remote Sensing,Direct Count,Low
Nigeria,West Africa,2022,Values & Dignity,Mental health sessions,1100,1331,1033,77.6,-6.1,Remote Sensing,Direct Count,High
Nigeria,West Africa,2022,Values & Dignity,Protection cases resolved,6736,9260,3644,39.4,-45.9,Admin Records,Household Survey,Medium
Nigeria,West Africa,2022,Economic Security,HHs with improved income,136,191,139,72.8,2.2,Remote Sensing,Key Informant,High
Nigeria,West Africa,2022,Economic Security,Savings group members,2900,4349,4801,110.4,65.6,Admin Records,Key Informant,Low
Nigeria,West Africa,2022,Economic Security,Jobs created or maintained,5822,8380,6180,73.7,6.1,Partner Report,Key Informant,High
Nigeria,West Africa,2023,Climate & Environment,Communities with DRR plans,6544,8020,6158,76.8,-5.9,Partner Report,Household Survey,Medium
Nigeria,West Africa,2023,Climate & Environment,Early warning systems active,8932,11441,10918,95.4,22.2,Remote Sensing,Household Survey,Low
Nigeria,West Africa,2023,Climate & Environment,Hectares of land restored,4440,6395,6226,97.4,40.2,Remote Sensing,Key Informant,Low
Nigeria,West Africa,2023,Healthy & Safe Living,People with health access,1293,1562,927,59.3,-28.3,Admin Records,Household Survey,Low
Nigeria,West Africa,2023,Healthy & Safe Living,Vaccination rate (%),2373,2713,2722,100.3,14.7,Partner Report,Direct Count,Medium
Nigeria,West Africa,2023,Healthy & Safe Living,Malnutrition cases treated,9834,13508,12893,95.4,31.1,Survey,Focus Group,High
Nigeria,West Africa,2023,Migration & Identity,Migrants assisted,7144,9710,7003,72.1,-2.0,Partner Report,Household Survey,High
Nigeria,West Africa,2023,Migration & Identity,Stateless persons supported,2178,3101,2931,94.5,34.6,Survey,Focus Group,High
Nigeria,West Africa,2023,Migration & Identity,Legal documents issued,3865,5796,4618,79.7,19.5,Remote Sensing,Focus Group,Low
Nigeria,West Africa,2023,Values & Dignity,GBV survivors supported,4881,7030,7167,101.9,46.8,Admin Records,Focus Group,Low
Nigeria,West Africa,2023,Values & Dignity,Mental health sessions,5633,7146,7836,109.7,39.1,Survey,Household Survey,Medium
Nigeria,West Africa,2023,Values & Dignity,Protection cases resolved,5781,8048,8268,102.7,43.0,Remote Sensing,Direct Count,High
Nigeria,West Africa,2023,Economic Security,HHs with improved income,7331,10399,11763,113.1,60.5,Survey,Focus Group,High
Nigeria,West Africa,2023,Economic Security,Savings group members,3954,5059,4596,90.8,16.2,Remote Sensing,Direct Count,Medium
Nigeria,West Africa,2023,Economic Security,Jobs created or maintained,7925,9557,6657,69.7,-16.0,Admin Records,Key Informant,High
Nigeria,West Africa,2024,Climate & Environment,Communities with DRR plans,7505,9409,8214,87.3,9.4,Partner Report,Direct Count,High
Nigeria,West Africa,2024,Climate & Environment,Early warning systems active,1140,1622,1380,85.1,21.1,Remote Sensing,Direct Count,Low
Nigeria,West Africa,2024,Climate & Environment,Hectares of land restored,8819,11615,10186,87.7,15.5,Remote Sensing,Direct Count,Low
Nigeria,West Africa,2024,Healthy & Safe Living,People with health access,2556,3109,2586,83.2,1.2,Remote Sensing,Direct Count,Low
Nigeria,West Africa,2024,Healthy & Safe Living,Vaccination rate (%),2621,3383,3393,100.3,29.5,Admin Records,Focus Group,Low
Nigeria,West Africa,2024,Healthy & Safe Living,Malnutrition cases treated,9550,10662,9093,85.3,-4.8,Admin Records,Direct Count,Low
Nigeria,West Africa,2024,Migration & Identity,Migrants assisted,725,995,898,90.3,23.9,Partner Report,Household Survey,Medium
Nigeria,West Africa,2024,Migration & Identity,Stateless persons supported,3151,3521,2267,64.4,-28.1,Admin Records,Focus Group,High
Nigeria,West Africa,2024,Migration & Identity,Legal documents issued,4512,5864,5197,88.6,15.2,Survey,Focus Group,Medium
Nigeria,West Africa,2024,Values & Dignity,GBV survivors supported,6341,8296,5784,69.7,-8.8,Partner Report,Direct Count,Low
Nigeria,West Africa,2024,Values & Dignity,Mental health sessions,727,1082,699,64.6,-3.9,Survey,Household Survey,High
Nigeria,West Africa,2024,Values & Dignity,Protection cases resolved,4680,5598,5879,105.0,25.6,Admin Records,Focus Group,Medium
Nigeria,West Africa,2024,Economic Security,HHs with improved income,4496,5176,5298,102.4,17.8,Partner Report,Key Informant,Low
Nigeria,West Africa,2024,Economic Security,Savings group members,6541,8790,9433,107.3,44.2,Remote Sensing,Direct Count,High
Nigeria,West Africa,2024,Economic Security,Jobs created or maintained,2399,2678,2685,100.3,11.9,Partner Report,Focus Group,High
Nigeria,West Africa,2025,Climate & Environment,Communities with DRR plans,4140,6150,6810,110.7,64.5,Admin Records,Focus Group,Medium
Nigeria,West Africa,2025,Climate & Environment,Early warning systems active,3740,4992,3571,71.5,-4.5,Admin Records,Household Survey,Medium
Nigeria,West Africa,2025,Climate & Environment,Hectares of land restored,6733,7879,4788,60.8,-28.9,Admin Records,Focus Group,High
Nigeria,West Africa,2025,Healthy & Safe Living,People with health access,5471,7600,5423,71.4,-0.9,Admin Records,Focus Group,Low
Nigeria,West Africa,2025,Healthy & Safe Living,Vaccination rate (%),8018,9328,9285,99.5,15.8,Admin Records,Focus Group,Medium
Nigeria,West Africa,2025,Healthy & Safe Living,Malnutrition cases treated,2847,3219,2747,85.3,-3.5,Admin Records,Direct Count,Low
Nigeria,West Africa,2025,Migration & Identity,Migrants assisted,3731,4617,4252,92.1,14.0,Admin Records,Focus Group,Low
Nigeria,West Africa,2025,Migration & Identity,Stateless persons supported,6162,7469,8764,117.3,42.2,Survey,Key Informant,Low
Nigeria,West Africa,2025,Migration & Identity,Legal documents issued,1840,2664,2028,76.1,10.2,Remote Sensing,Focus Group,Medium
Nigeria,West Africa,2025,Values & Dignity,GBV survivors supported,520,609,418,68.6,-19.6,Remote Sensing,Focus Group,Medium
Nigeria,West Africa,2025,Values & Dignity,Mental health sessions,9253,13807,15512,112.3,67.6,Partner Report,Household Survey,Low
Nigeria,West Africa,2025,Values & Dignity,Protection cases resolved,5350,6524,5749,88.1,7.5,Remote Sensing,Focus Group,Medium
Nigeria,West Africa,2025,Economic Security,HHs with improved income,3773,4377,3665,83.7,-2.9,Survey,Key Informant,Medium
Nigeria,West Africa,2025,Economic Security,Savings group members,2065,2308,2474,107.2,19.8,Survey,Household Survey,Medium
Nigeria,West Africa,2025,Economic Security,Jobs created or maintained,9914,12732,13293,104.4,34.1,Remote Sensing,Key Informant,High
Ghana,West Africa,2021,Climate & Environment,Communities with DRR plans,3362,4608,5874,127.5,74.7,Partner Report,Key Informant,Medium
Ghana,West Africa,2021,Climate & Environment,Early warning systems active,717,959,955,99.6,33.2,Survey,Focus Group,High
Ghana,West Africa,2021,Climate & Environment,Hectares of land restored,6563,8967,6854,76.4,4.4,Partner Report,Household Survey,Medium
Ghana,West Africa,2021,Healthy & Safe Living,People with health access,4911,6266,4573,73.0,-6.9,Remote Sensing,Household Survey,Medium
Ghana,West Africa,2021,Healthy & Safe Living,Vaccination rate (%),5470,6993,5383,77.0,-1.6,Admin Records,Household Survey,High
Ghana,West Africa,2021,Healthy & Safe Living,Malnutrition cases treated,2942,3427,3797,110.8,29.1,Partner Report,Key Informant,Medium
Ghana,West Africa,2021,Migration & Identity,Migrants assisted,7896,9479,9535,100.6,20.8,Survey,Key Informant,Medium
Ghana,West Africa,2021,Migration & Identity,Stateless persons supported,7429,9569,6936,72.5,-6.6,Partner Report,Household Survey,High
Ghana,West Africa,2021,Migration & Identity,Legal documents issued,4454,6161,6453,104.7,44.9,Admin Records,Household Survey,Medium
Ghana,West Africa,2021,Values & Dignity,GBV survivors supported,1527,2280,1924,84.4,26.0,Survey,Focus Group,High
Ghana,West Africa,2021,Values & Dignity,Mental health sessions,7581,10370,9171,88.4,21.0,Remote Sensing,Household Survey,Low
Ghana,West Africa,2021,Values & Dignity,Protection cases resolved,9794,14434,15630,108.3,59.6,Remote Sensing,Household Survey,Low
Ghana,West Africa,2021,Economic Security,HHs with improved income,2256,3232,2977,92.1,32.0,Remote Sensing,Household Survey,Medium
Ghana,West Africa,2021,Economic Security,Savings group members,6014,7238,8315,114.9,38.3,Admin Records,Key Informant,Low
Ghana,West Africa,2021,Economic Security,Jobs created or maintained,8730,10841,6126,56.5,-29.8,Partner Report,Direct Count,High
Ghana,West Africa,2022,Climate & Environment,Communities with DRR plans,2342,2938,3249,110.6,38.7,Partner Report,Direct Count,Medium
Ghana,West Africa,2022,Climate & Environment,Early warning systems active,1056,1535,1433,93.4,35.7,Partner Report,Direct Count,Medium
Ghana,West Africa,2022,Climate & Environment,Hectares of land restored,8929,10796,11578,107.2,29.7,Remote Sensing,Focus Group,Medium
Ghana,West Africa,2022,Healthy & Safe Living,People with health access,2845,3670,2075,56.5,-27.1,Admin Records,Direct Count,Low
Ghana,West Africa,2022,Healthy & Safe Living,Vaccination rate (%),5635,6430,4391,68.3,-22.1,Partner Report,Focus Group,Low
Ghana,West Africa,2022,Healthy & Safe Living,Malnutrition cases treated,5662,7458,7950,106.6,40.4,Remote Sensing,Focus Group,Medium
Ghana,West Africa,2022,Migration & Identity,Migrants assisted,4819,5916,3849,65.1,-20.1,Admin Records,Key Informant,Medium
Ghana,West Africa,2022,Migration & Identity,Stateless persons supported,2044,2600,2079,80.0,1.7,Survey,Direct Count,Medium
Ghana,West Africa,2022,Migration & Identity,Legal documents issued,516,679,598,88.1,15.9,Admin Records,Household Survey,High
Ghana,West Africa,2022,Values & Dignity,GBV survivors supported,802,1161,1176,101.3,46.6,Admin Records,Focus Group,Medium
Ghana,West Africa,2022,Values & Dignity,Mental health sessions,3861,4462,4733,106.1,22.6,Admin Records,Household Survey,High
Ghana,West Africa,2022,Values & Dignity,Protection cases resolved,2248,3064,2919,95.3,29.8,Survey,Focus Group,Medium
Ghana,West Africa,2022,Economic Security,HHs with improved income,1234,1798,2063,114.7,67.2,Admin Records,Household Survey,Medium
Ghana,West Africa,2022,Economic Security,Savings group members,5669,6864,6693,97.5,18.1,Remote Sensing,Household Survey,Low
Ghana,West Africa,2022,Economic Security,Jobs created or maintained,3443,4648,3781,81.3,9.8,Remote Sensing,Key Informant,Low
Ghana,West Africa,2023,Climate & Environment,Communities with DRR plans,1744,1919,2012,104.8,15.4,Partner Report,Focus Group,Medium
Ghana,West Africa,2023,Climate & Environment,Early warning systems active,8616,9571,7759,81.1,-9.9,Remote Sensing,Direct Count,Low
Ghana,West Africa,2023,Climate & Environment,Hectares of land restored,8138,8962,8617,96.2,5.9,Admin Records,Direct Count,Low
Ghana,West Africa,2023,Healthy & Safe Living,People with health access,3738,5459,4568,83.7,22.2,Remote Sensing,Direct Count,Low
Ghana,West Africa,2023,Healthy & Safe Living,Vaccination rate (%),7326,9578,5071,52.9,-30.8,Partner Report,Direct Count,High
Ghana,West Africa,2023,Healthy & Safe Living,Malnutrition cases treated,204,244,241,98.8,18.1,Admin Records,Focus Group,Low
Ghana,West Africa,2023,Migration & Identity,Migrants assisted,2847,4060,3549,87.4,24.7,Partner Report,Focus Group,High
Ghana,West Africa,2023,Migration & Identity,Stateless persons supported,1240,1678,1181,70.4,-4.8,Admin Records,Key Informant,Low
Ghana,West Africa,2023,Migration & Identity,Legal documents issued,9002,10275,13897,135.3,54.4,Survey,Key Informant,High
Ghana,West Africa,2023,Values & Dignity,GBV survivors supported,1130,1578,1577,99.9,39.6,Admin Records,Key Informant,Low
Ghana,West Africa,2023,Values & Dignity,Mental health sessions,2446,2920,2874,98.4,17.5,Survey,Focus Group,Low
Ghana,West Africa,2023,Values & Dignity,Protection cases resolved,1617,2414,1373,56.9,-15.1,Survey,Direct Count,Low
Ghana,West Africa,2023,Economic Security,HHs with improved income,232,275,226,82.2,-2.6,Survey,Key Informant,Medium
Ghana,West Africa,2023,Economic Security,Savings group members,4399,5492,4692,85.4,6.7,Remote Sensing,Key Informant,High
Ghana,West Africa,2023,Economic Security,Jobs created or maintained,9156,13665,12388,90.7,35.3,Remote Sensing,Focus Group,High
Ghana,West Africa,2024,Climate & Environment,Communities with DRR plans,8824,9727,6922,71.2,-21.6,Admin Records,Direct Count,Medium
Ghana,West Africa,2024,Climate & Environment,Early warning systems active,8598,11908,9782,82.1,13.8,Survey,Direct Count,High
Ghana,West Africa,2024,Climate & Environment,Hectares of land restored,3060,3778,3143,83.2,2.7,Partner Report,Direct Count,Medium
Ghana,West Africa,2024,Healthy & Safe Living,People with health access,5356,7543,6305,83.6,17.7,Partner Report,Focus Group,Low
Ghana,West Africa,2024,Healthy & Safe Living,Vaccination rate (%),4452,4912,4007,81.6,-10.0,Remote Sensing,Key Informant,Medium
Ghana,West Africa,2024,Healthy & Safe Living,Malnutrition cases treated,2635,3919,4568,116.6,73.4,Survey,Focus Group,High
Ghana,West Africa,2024,Migration & Identity,Migrants assisted,1578,2146,2145,100.0,35.9,Remote Sensing,Direct Count,Low
Ghana,West Africa,2024,Migration & Identity,Stateless persons supported,9173,10620,7411,69.8,-19.2,Admin Records,Household Survey,Medium
Ghana,West Africa,2024,Migration & Identity,Legal documents issued,969,1221,1131,92.6,16.7,Admin Records,Direct Count,High
Ghana,West Africa,2024,Values & Dignity,GBV survivors supported,7780,10328,7214,69.8,-7.3,Admin Records,Household Survey,Medium
Ghana,West Africa,2024,Values & Dignity,Mental health sessions,3623,4035,3663,90.8,1.1,Admin Records,Direct Count,Low
Ghana,West Africa,2024,Values & Dignity,Protection cases resolved,3659,5193,4199,80.9,14.8,Admin Records,Household Survey,Medium
Ghana,West Africa,2024,Economic Security,HHs with improved income,3078,3542,3253,91.8,5.7,Admin Records,Key Informant,Low
Ghana,West Africa,2024,Economic Security,Savings group members,9387,13677,11830,86.5,26.0,Admin Records,Direct Count,High
Ghana,West Africa,2024,Economic Security,Jobs created or maintained,1751,2091,1207,57.7,-31.1,Remote Sensing,Focus Group,Low
Ghana,West Africa,2025,Climate & Environment,Communities with DRR plans,9687,13068,11983,91.7,23.7,Survey,Focus Group,High
Ghana,West Africa,2025,Climate & Environment,Early warning systems active,9162,11888,9488,79.8,3.6,Admin Records,Key Informant,High
Ghana,West Africa,2025,Climate & Environment,Hectares of land restored,5426,7309,6893,94.3,27.0,Partner Report,Key Informant,Low
Ghana,West Africa,2025,Healthy & Safe Living,People with health access,8950,11497,11263,98.0,25.8,Admin Records,Focus Group,Low
Ghana,West Africa,2025,Healthy & Safe Living,Vaccination rate (%),5147,7688,5394,70.2,4.8,Partner Report,Direct Count,High
Ghana,West Africa,2025,Healthy & Safe Living,Malnutrition cases treated,8113,12145,10443,86.0,28.7,Remote Sensing,Direct Count,High
Ghana,West Africa,2025,Migration & Identity,Migrants assisted,2747,3046,1657,54.4,-39.7,Remote Sensing,Focus Group,High
Ghana,West Africa,2025,Migration & Identity,Stateless persons supported,420,546,528,96.7,25.7,Partner Report,Focus Group,Medium
Ghana,West Africa,2025,Migration & Identity,Legal documents issued,9563,12656,11910,94.1,24.5,Remote Sensing,Household Survey,High
Ghana,West Africa,2025,Values & Dignity,GBV survivors supported,7420,10405,6249,60.1,-15.8,Remote Sensing,Household Survey,High
Ghana,West Africa,2025,Values & Dignity,Mental health sessions,9455,11408,7067,61.9,-25.3,Admin Records,Direct Count,High
Ghana,West Africa,2025,Values & Dignity,Protection cases resolved,2755,3934,2946,74.9,6.9,Survey,Focus Group,High
Ghana,West Africa,2025,Economic Security,HHs with improved income,9863,13709,11794,86.0,19.6,Remote Sensing,Direct Count,Low
Ghana,West Africa,2025,Economic Security,Savings group members,1943,2194,1979,90.2,1.9,Admin Records,Direct Count,Low
Ghana,West Africa,2025,Economic Security,Jobs created or maintained,5455,6260,5644,90.2,3.5,Admin Records,Key Informant,High
Senegal,West Africa,2021,Climate & Environment,Communities with DRR plans,2545,3787,2491,65.8,-2.1,Survey,Household Survey,High
Senegal,West Africa,2021,Climate & Environment,Early warning systems active,6068,7541,6516,86.4,7.4,Remote Sensing,Household Survey,Low
Senegal,West Africa,2021,Climate & Environment,Hectares of land restored,3187,3991,2128,53.3,-33.2,Admin Records,Household Survey,High
Senegal,West Africa,2021,Healthy & Safe Living,People with health access,4446,6077,5426,89.3,22.0,Remote Sensing,Direct Count,Low
Senegal,West Africa,2021,Healthy & Safe Living,Vaccination rate (%),8348,11591,10871,93.8,30.2,Remote Sensing,Focus Group,Low
Senegal,West Africa,2021,Healthy & Safe Living,Malnutrition cases treated,3550,4029,2983,74.0,-16.0,Partner Report,Focus Group,High
Senegal,West Africa,2021,Migration & Identity,Migrants assisted,3979,5786,7327,126.6,84.1,Remote Sensing,Household Survey,High
Senegal,West Africa,2021,Migration & Identity,Stateless persons supported,3409,4279,2923,68.3,-14.3,Survey,Focus Group,Medium
Senegal,West Africa,2021,Migration & Identity,Legal documents issued,3971,4780,4826,101.0,21.5,Remote Sensing,Household Survey,Low
Senegal,West Africa,2021,Values & Dignity,GBV survivors supported,9501,11880,8176,68.8,-13.9,Partner Report,Household Survey,Medium
Senegal,West Africa,2021,Values & Dignity,Mental health sessions,1188,1330,967,72.7,-18.6,Partner Report,Key Informant,High
Senegal,West Africa,2021,Values & Dignity,Protection cases resolved,9447,13553,12198,90.0,29.1,Survey,Household Survey,High
Senegal,West Africa,2021,Economic Security,HHs with improved income,9556,12389,17315,139.8,81.2,Admin Records,Focus Group,Low
Senegal,West Africa,2021,Economic Security,Savings group members,493,655,689,105.2,39.8,Survey,Focus Group,High
Senegal,West Africa,2021,Economic Security,Jobs created or maintained,7931,10317,6750,65.4,-14.9,Partner Report,Key Informant,High
Senegal,West Africa,2022,Climate & Environment,Communities with DRR plans,3316,4091,4002,97.8,20.7,Survey,Direct Count,Medium
Senegal,West Africa,2022,Climate & Environment,Early warning systems active,1454,1828,1866,102.1,28.3,Admin Records,Direct Count,High
Senegal,West Africa,2022,Climate & Environment,Hectares of land restored,1986,2857,2551,89.3,28.4,Admin Records,Direct Count,High
Senegal,West Africa,2022,Healthy & Safe Living,People with health access,2572,3050,3134,102.8,21.9,Admin Records,Household Survey,High
Senegal,West Africa,2022,Healthy & Safe Living,Vaccination rate (%),2678,3926,4298,109.5,60.5,Survey,Direct Count,Medium
Senegal,West Africa,2022,Healthy & Safe Living,Malnutrition cases treated,7744,11378,8154,71.7,5.3,Admin Records,Household Survey,High
Senegal,West Africa,2022,Migration & Identity,Migrants assisted,1562,2116,1918,90.6,22.8,Survey,Household Survey,Medium
Senegal,West Africa,2022,Migration & Identity,Stateless persons supported,6697,9954,7644,76.8,14.1,Survey,Key Informant,High
Senegal,West Africa,2022,Migration & Identity,Legal documents issued,785,1021,758,74.2,-3.4,Survey,Household Survey,Medium
Senegal,West Africa,2022,Values & Dignity,GBV survivors supported,2328,2601,1728,66.4,-25.8,Partner Report,Direct Count,High
Senegal,West Africa,2022,Values & Dignity,Mental health sessions,3343,4887,6112,125.1,82.8,Admin Records,Household Survey,Medium
Senegal,West Africa,2022,Values & Dignity,Protection cases resolved,9469,10670,9749,91.4,3.0,Admin Records,Direct Count,Medium
Senegal,West Africa,2022,Economic Security,HHs with improved income,5626,6310,6618,104.9,17.6,Admin Records,Household Survey,Low
Senegal,West Africa,2022,Economic Security,Savings group members,3030,3973,3646,91.8,20.3,Remote Sensing,Focus Group,Low
Senegal,West Africa,2022,Economic Security,Jobs created or maintained,1797,2607,2569,98.5,43.0,Admin Records,Focus Group,High
Senegal,West Africa,2023,Climate & Environment,Communities with DRR plans,1745,2229,1516,68.0,-13.1,Survey,Focus Group,High
Senegal,West Africa,2023,Climate & Environment,Early warning systems active,9248,11248,7011,62.3,-24.2,Remote Sensing,Key Informant,Medium
Senegal,West Africa,2023,Climate & Environment,Hectares of land restored,243,355,177,49.9,-27.2,Partner Report,Key Informant,High
Senegal,West Africa,2023,Healthy & Safe Living,People with health access,9870,11265,10525,93.4,6.6,Partner Report,Direct Count,High
Senegal,West Africa,2023,Healthy & Safe Living,Vaccination rate (%),380,524,294,56.1,-22.6,Admin Records,Focus Group,Medium
Senegal,West Africa,2023,Healthy & Safe Living,Malnutrition cases treated,6334,8565,5312,62.0,-16.1,Survey,Household Survey,High
Senegal,West Africa,2023,Migration & Identity,Migrants assisted,9420,12060,11239,93.2,19.3,Partner Report,Key Informant,Low
Senegal,West Africa,2023,Migration & Identity,Stateless persons supported,9659,13303,13169,99.0,36.3,Remote Sensing,Household Survey,High
Senegal,West Africa,2023,Migration & Identity,Legal documents issued,3849,4261,5584,131.0,45.1,Remote Sensing,Household Survey,High
Senegal,West Africa,2023,Values & Dignity,GBV survivors supported,4613,5207,3010,57.8,-34.7,Admin Records,Direct Count,Medium
Senegal,West Africa,2023,Values & Dignity,Mental health sessions,9106,12338,8593,69.6,-5.6,Partner Report,Focus Group,Medium
Senegal,West Africa,2023,Values & Dignity,Protection cases resolved,5128,6739,5067,75.2,-1.2,Admin Records,Key Informant,High
Senegal,West Africa,2023,Economic Security,HHs with improved income,4349,5267,6944,131.8,59.7,Survey,Key Informant,High
Senegal,West Africa,2023,Economic Security,Savings group members,2407,3565,3221,90.4,33.8,Remote Sensing,Household Survey,Medium
Senegal,West Africa,2023,Economic Security,Jobs created or maintained,2117,2420,1272,52.6,-39.9,Partner Report,Key Informant,Medium
Senegal,West Africa,2024,Climate & Environment,Communities with DRR plans,3881,4379,5107,116.6,31.6,Remote Sensing,Focus Group,High
Senegal,West Africa,2024,Climate & Environment,Early warning systems active,2825,3411,2717,79.7,-3.8,Survey,Direct Count,Low
Senegal,West Africa,2024,Climate & Environment,Hectares of land restored,1498,1984,1476,74.4,-1.5,Remote Sensing,Direct Count,Low
Senegal,West Africa,2024,Healthy & Safe Living,People with health access,466,681,415,60.9,-10.9,Remote Sensing,Key Informant,High
Senegal,West Africa,2024,Healthy & Safe Living,Vaccination rate (%),2172,3132,1852,59.1,-14.7,Partner Report,Household Survey,Medium
Senegal,West Africa,2024,Healthy & Safe Living,Malnutrition cases treated,5333,6278,5635,89.8,5.7,Partner Report,Key Informant,Low
Senegal,West Africa,2024,Migration & Identity,Migrants assisted,224,331,325,98.2,45.1,Admin Records,Focus Group,High
Senegal,West Africa,2024,Migration & Identity,Stateless persons supported,4191,5228,4086,78.2,-2.5,Survey,Household Survey,High
Senegal,West Africa,2024,Migration & Identity,Legal documents issued,6050,9040,5616,62.1,-7.2,Remote Sensing,Direct Count,Low
Senegal,West Africa,2024,Values & Dignity,GBV survivors supported,7496,10156,6604,65.0,-11.9,Partner Report,Direct Count,Medium
Senegal,West Africa,2024,Values & Dignity,Mental health sessions,1163,1726,1639,95.0,40.9,Partner Report,Direct Count,Low
Senegal,West Africa,2024,Values & Dignity,Protection cases resolved,5802,8136,9441,116.0,62.7,Partner Report,Focus Group,Medium
Senegal,West Africa,2024,Economic Security,HHs with improved income,2925,4223,5516,130.6,88.6,Admin Records,Focus Group,Medium
Senegal,West Africa,2024,Economic Security,Savings group members,1843,2423,2012,83.0,9.2,Admin Records,Focus Group,Medium
Senegal,West Africa,2024,Economic Security,Jobs created or maintained,7213,9557,7897,82.6,9.5,Survey,Household Survey,High
Senegal,West Africa,2025,Climate & Environment,Communities with DRR plans,9192,10876,11146,102.5,21.3,Survey,Household Survey,Low
Senegal,West Africa,2025,Climate & Environment,Early warning systems active,2109,2704,2375,87.8,12.6,Survey,Key Informant,High
Senegal,West Africa,2025,Climate & Environment,Hectares of land restored,6859,10023,6173,61.6,-10.0,Admin Records,Household Survey,Medium
Senegal,West Africa,2025,Healthy & Safe Living,People with health access,6631,8931,7510,84.1,13.3,Partner Report,Household Survey,Medium
Senegal,West Africa,2025,Healthy & Safe Living,Vaccination rate (%),2752,4018,3702,92.1,34.5,Remote Sensing,Household Survey,Low
